# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-p" "--donotsort" "-a" "consensus_peaks.mLb.clN.saf" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "UBR-18_R1.mLb.clN.bam" "UVR-11_R1.mLb.clN.bam" "UVR-14_R1.mLb.clN.bam" "PDR-4_R1.mLb.clN.bam" "DME-4_R1.mLb.clN.bam" 
Geneid	Chr	Start	End	Strand	Length	UBR-18_R1.mLb.clN.bam	UVR-11_R1.mLb.clN.bam	UVR-14_R1.mLb.clN.bam	PDR-4_R1.mLb.clN.bam	DME-4_R1.mLb.clN.bam
Interval_8374	chr2	19916684	19917069	+	386	2	7	2	13	5
Interval_8375	chr2	20051457	20052136	+	680	139	101	68	135	68
Interval_8376	chr2	20350643	20351470	+	828	103	94	78	122	46
Interval_8377	chr2	20411237	20411675	+	439	25	29	13	19	9
Interval_8378	chr2	20446834	20447444	+	611	82	59	40	59	37
Interval_8379	chr2	20576572	20576832	+	261	12	19	6	14	5
Interval_8380	chr2	20650861	20651345	+	485	76	55	45	60	28
Interval_8381	chr2	20677491	20677730	+	240	17	5	12	4	5
Interval_8382	chr2	20822729	20823308	+	580	13	30	16	18	16
Interval_8383	chr2	20882807	20883004	+	198	5	2	10	3	0
Interval_8384	chr2	21542486	21542833	+	348	6	7	4	11	1
Interval_8385	chr2	22993094	22993307	+	214	12	0	1	0	0
Interval_8386	chr2	23351591	23351805	+	215	14	9	6	7	0
Interval_8387	chr2	23926913	23927502	+	590	52	49	36	55	33
Interval_8388	chr2	24047304	24047647	+	344	78	70	42	89	54
Interval_8389	chr2	24076164	24076663	+	500	90	69	50	94	44
Interval_8390	chr2	24084066	24084694	+	629	33	36	18	32	8
Interval_8391	chr2	24123284	24123504	+	221	7	21	14	9	3
Interval_8392	chr2	24360432	24360799	+	368	28	17	18	33	15
Interval_8393	chr2	24490701	24491007	+	307	26	16	18	13	6
Interval_8394	chr2	24792881	24793466	+	586	79	65	41	75	40
Interval_8395	chr2	24827623	24827875	+	253	24	10	9	9	7
Interval_8396	chr2	24886789	24887249	+	461	14	12	17	10	3
Interval_8397	chr2	24971532	24972250	+	719	106	96	63	100	45
Interval_8398	chr2	25042024	25042278	+	255	36	29	18	30	15
Interval_8399	chr2	25209868	25210168	+	301	17	6	3	3	3
Interval_8400	chr2	25216028	25216253	+	226	20	16	8	17	3
Interval_8401	chr2	25295113	25295354	+	242	18	14	8	22	6
Interval_8402	chr2	25342401	25342609	+	209	27	16	11	16	14
Interval_8403	chr2	25362055	25362597	+	543	54	43	25	37	25
Interval_8404	chr2	25376904	25377222	+	319	40	33	20	52	23
Interval_8405	chr2	25673114	25673318	+	205	5	6	5	12	5
Interval_8406	chr2	25673379	25673552	+	174	15	5	7	7	4
Interval_8407	chr2	25813593	25813764	+	172	10	4	3	5	1
Interval_8408	chr2	25878297	25878750	+	454	102	54	44	69	29
Interval_8409	chr2	25982532	25982786	+	255	12	9	11	14	11
Interval_8410	chr2	26009028	26009488	+	461	29	25	17	13	7
Interval_8411	chr2	26033646	26034516	+	871	107	71	71	99	49
Interval_8412	chr2	26244364	26245166	+	803	41	47	38	37	33
Interval_8413	chr2	26345669	26346357	+	689	129	113	84	94	65
Interval_8414	chr2	26503355	26503857	+	503	24	35	9	19	10
Interval_8415	chr2	26764181	26764680	+	500	32	31	7	23	15
Interval_8416	chr2	26785699	26786079	+	381	122	82	63	110	53
Interval_8417	chr2	26970350	26970752	+	403	16	18	9	9	13
Interval_8418	chr2	27050448	27051750	+	1303	120	80	67	103	41
Interval_8419	chr2	27071395	27072100	+	706	48	42	25	61	19
Interval_8420	chr2	27081353	27081587	+	235	24	37	22	40	12
Interval_8421	chr2	27086286	27086699	+	414	40	39	15	35	22
Interval_8422	chr2	27123310	27123720	+	411	22	27	15	14	12
Interval_8423	chr2	27134592	27134832	+	241	35	16	20	26	12
Interval_8424	chr2	27211982	27212863	+	882	74	64	37	78	35
Interval_8425	chr2	27322913	27323324	+	412	20	14	16	24	10
Interval_8426	chr2	27356246	27357046	+	801	55	45	42	57	31
Interval_8427	chr2	27370150	27370824	+	675	108	81	56	91	52
Interval_8428	chr2	27380760	27381084	+	325	31	25	15	16	15
Interval_8429	chr2	27409383	27410001	+	619	53	39	28	38	16
Interval_8430	chr2	27428320	27428901	+	582	41	29	31	35	34
Interval_8431	chr2	27489521	27490109	+	589	107	57	48	79	21
Interval_8432	chr2	27628828	27629102	+	275	57	29	19	32	27
Interval_8433	chr2	27663477	27664053	+	577	29	26	11	23	14
Interval_8434	chr2	27771755	27771973	+	219	7	12	8	9	7
Interval_8435	chr2	27890373	27891318	+	946	61	65	34	71	37
Interval_8436	chr2	28359045	28359310	+	266	10	16	13	10	2
Interval_8437	chr2	28359338	28359858	+	521	38	27	13	30	9
Interval_8438	chr2	28392454	28393042	+	589	99	63	54	109	43
Interval_8439	chr2	28566802	28567292	+	491	32	30	22	30	10
Interval_8440	chr2	28594482	28594719	+	238	17	9	6	10	0
Interval_8441	chr2	28751369	28751861	+	493	76	51	52	58	26
Interval_8442	chr2	28810357	28810782	+	426	30	18	25	17	7
Interval_8443	chr2	28870081	28870702	+	622	49	53	40	44	21
Interval_8444	chr2	28894482	28894701	+	220	57	28	27	31	22
Interval_8445	chr2	29014669	29015314	+	646	37	29	29	51	21
Interval_8446	chr2	29116319	29116644	+	326	9	19	22	22	9
Interval_8447	chr2	29314875	29315220	+	346	18	10	23	22	11
Interval_8448	chr2	30146327	30147095	+	769	230	199	149	271	123
Interval_8449	chr2	30231186	30231765	+	580	58	36	28	39	24
Interval_8450	chr2	30232310	30232546	+	237	35	16	15	14	10
Interval_8451	chr2	30422377	30422708	+	332	29	12	22	36	18
Interval_8452	chr2	30447025	30447612	+	588	42	34	23	32	17
Interval_8453	chr2	31651799	31652083	+	285	3	11	1	1	4
Interval_8454	chr2	31708562	31708872	+	311	7	14	4	4	6
Interval_8455	chr2	31980797	31981209	+	413	24	17	18	30	9
Interval_8456	chr2	32010787	32011411	+	625	49	40	27	57	29
Interval_8457	chr2	32039585	32040178	+	594	33	39	33	34	14
Interval_8458	chr2	32063303	32064055	+	753	136	81	68	93	64
Interval_8459	chr2	32165682	32165869	+	188	23	17	14	7	8
Interval_8460	chr2	32277582	32278307	+	726	32	35	25	27	12
Interval_8461	chr2	32356734	32357489	+	756	89	79	44	80	33
Interval_8462	chr2	32627656	32628296	+	641	73	55	45	59	36
Interval_8463	chr2	32893387	32893567	+	181	3	1	1	10	0
Interval_8464	chr2	32946469	32946910	+	442	21	12	10	25	11
Interval_8465	chr2	33141397	33141636	+	240	3	3	2	9	2
Interval_8466	chr2	33475595	33476652	+	1058	76	61	49	94	38
Interval_8467	chr2	33599017	33599768	+	752	125	70	65	93	58
Interval_8468	chr2	35945297	35945471	+	175	12	5	2	4	1
Interval_8469	chr2	36240275	36240651	+	377	9	8	1	18	5
Interval_8470	chr2	36966319	36967109	+	791	147	100	71	135	55
Interval_8471	chr2	37084108	37084691	+	584	29	38	21	26	19
Interval_8472	chr2	37196383	37196847	+	465	25	33	17	28	10
Interval_8473	chr2	37231381	37232009	+	629	40	28	22	43	23
Interval_8474	chr2	37344886	37345129	+	244	8	14	14	14	4
Interval_8475	chr2	37586194	37586603	+	410	21	7	8	24	10
Interval_8476	chr2	37599786	37600193	+	408	24	16	17	19	18
Interval_8477	chr2	37635475	37635924	+	450	40	34	31	26	10
Interval_8478	chr2	37648524	37648795	+	272	21	9	8	7	5
Interval_8479	chr2	37672084	37672742	+	659	28	22	16	25	11
Interval_8480	chr2	37924972	37925547	+	576	29	26	16	17	19
Interval_8481	chr2	38377010	38377595	+	586	67	33	30	75	32
Interval_8482	chr2	38602827	38603633	+	807	59	48	32	59	38
Interval_8483	chr2	38750839	38751721	+	883	104	57	66	89	46
Interval_8484	chr2	38835982	38836174	+	193	13	14	9	10	6
Interval_8485	chr2	38875577	38876084	+	508	37	32	25	28	13
Interval_8486	chr2	39124117	39124576	+	460	69	33	32	42	31
Interval_8487	chr2	39216921	39217265	+	345	13	7	4	23	8
Interval_8488	chr2	39244782	39245183	+	402	10	8	8	19	7
Interval_8489	chr2	39436988	39437380	+	393	20	19	6	17	9
Interval_8490	chr2	40007261	40007440	+	180	8	0	2	3	1
Interval_8491	chr2	41736261	41736470	+	210	4	3	10	11	5
Interval_8492	chr2	41812418	41812608	+	191	1	0	8	1	0
Interval_8493	chr2	41840748	41841249	+	502	100	73	54	99	55
Interval_8494	chr2	41896578	41896809	+	232	27	7	9	25	8
Interval_8495	chr2	42102085	42102526	+	442	29	18	23	40	14
Interval_8496	chr2	42105892	42106211	+	320	18	16	15	25	14
Interval_8497	chr2	42133049	42133456	+	408	64	32	32	84	30
Interval_8498	chr2	42169040	42169649	+	610	54	33	27	48	36
Interval_8499	chr2	42361004	42361801	+	798	115	83	59	97	51
Interval_8500	chr2	42804414	42804614	+	201	4	12	12	9	5
Interval_8501	chr2	42810143	42810997	+	855	100	69	62	106	53
Interval_8502	chr2	43131222	43131740	+	519	28	35	27	49	32
Interval_8503	chr2	43137000	43137405	+	406	31	18	23	38	11
Interval_8504	chr2	43158580	43159268	+	689	62	69	46	71	37
Interval_8505	chr2	43174501	43174694	+	194	5	10	12	18	4
Interval_8506	chr2	43218759	43220165	+	1407	148	81	65	151	84
Interval_8507	chr2	43226360	43227012	+	653	81	77	42	77	53
Interval_8508	chr2	43408376	43408610	+	235	17	8	5	5	2
Interval_8509	chr2	43595738	43596568	+	831	47	43	35	51	36
Interval_8510	chr2	43636798	43637304	+	507	25	19	10	23	10
Interval_8511	chr2	43774017	43774286	+	270	17	10	12	14	8
Interval_8512	chr2	43995861	43996440	+	580	71	68	50	80	35
Interval_8513	chr2	44167955	44169004	+	1050	326	222	179	311	164
Interval_8514	chr2	44361452	44362209	+	758	88	68	51	75	38
Interval_8515	chr2	44479535	44479720	+	186	21	15	11	20	10
Interval_8516	chr2	45414463	45414801	+	339	16	20	3	5	1
Interval_8517	chr2	45567696	45568354	+	659	37	20	13	46	12
Interval_8518	chr2	45610811	45611351	+	541	27	20	10	15	13
Interval_8519	chr2	45650966	45651277	+	312	60	35	28	42	28
Interval_8520	chr2	45785797	45786058	+	262	3	14	4	7	4
Interval_8521	chr2	45936187	45936451	+	265	16	10	7	4	1
Interval_8522	chr2	46004987	46005287	+	301	2	5	11	4	6
Interval_8523	chr2	46439574	46440134	+	561	15	6	9	25	3
Interval_8524	chr2	46500019	46500492	+	474	57	31	30	43	19
Interval_8525	chr2	46535370	46535658	+	289	10	6	12	17	8
Interval_8526	chr2	46541959	46542706	+	748	78	50	50	82	32
Interval_8527	chr2	46616557	46617354	+	798	83	69	65	74	33
Interval_8528	chr2	46698653	46699140	+	488	89	74	35	70	45
Interval_8529	chr2	46909787	46909999	+	213	3	14	3	6	2
Interval_8530	chr2	46915872	46916511	+	640	53	35	24	42	10
Interval_8531	chr2	47176059	47177146	+	1088	134	83	74	98	70
Interval_8532	chr2	47402914	47403526	+	613	65	43	29	38	31
Interval_8533	chr2	47521276	47521615	+	340	29	27	22	25	24
Interval_8534	chr2	47647597	47647771	+	175	12	4	4	0	4
Interval_8535	chr2	47782805	47783495	+	691	104	52	55	64	34
Interval_8536	chr2	47888677	47889003	+	327	16	7	11	23	8
Interval_8537	chr2	47906246	47907122	+	877	178	110	80	154	56
Interval_8538	chr2	48106514	48106762	+	249	20	8	6	6	12
Interval_8539	chr2	48314088	48314898	+	811	169	133	89	141	75
Interval_8540	chr2	48440344	48441164	+	821	98	85	81	104	41
Interval_8541	chr2	48618175	48618381	+	207	9	2	2	1	3
Interval_8542	chr2	49311002	49311195	+	194	1	0	10	3	1
Interval_8543	chr2	49361969	49362188	+	220	9	4	1	1	0
Interval_8544	chr2	49974007	49974218	+	212	4	6	12	10	5
Interval_8545	chr2	51151294	51151485	+	192	2	7	6	4	1
Interval_8546	chr2	51891428	51891852	+	425	7	6	3	4	11
Interval_8547	chr2	53304047	53304281	+	235	6	4	3	8	1
Interval_8548	chr2	53767506	53768270	+	765	49	42	27	49	18
Interval_8549	chr2	53786651	53787235	+	585	41	36	19	39	20
Interval_8550	chr2	53970993	53971469	+	477	26	24	18	41	17
Interval_8551	chr2	53994624	53995198	+	575	33	22	27	31	19
Interval_8552	chr2	54115422	54116057	+	636	55	42	32	49	30
Interval_8553	chr2	54330588	54330802	+	215	21	17	12	18	8
Interval_8554	chr2	54558071	54558302	+	232	11	13	13	17	3
Interval_8555	chr2	54574479	54575039	+	561	33	38	41	53	12
Interval_8556	chr2	54673273	54673536	+	264	7	12	0	2	6
Interval_8557	chr2	54723217	54723887	+	671	179	124	84	170	107
Interval_8558	chr2	55050258	55050778	+	521	189	127	98	187	75
Interval_8559	chr2	55133785	55134255	+	471	36	31	31	45	18
Interval_8560	chr2	55223436	55223843	+	408	31	19	18	23	24
Interval_8561	chr2	55232260	55232755	+	496	52	46	28	50	27
Interval_8562	chr2	55268989	55269376	+	388	16	16	12	24	9
Interval_8563	chr2	55281987	55282674	+	688	42	34	19	49	14
Interval_8564	chr2	55419803	55420203	+	401	32	36	20	30	20
Interval_8565	chr2	55519198	55520065	+	868	65	74	51	85	37
Interval_8566	chr2	55617369	55618026	+	658	170	121	98	154	71
Interval_8567	chr2	55693596	55693963	+	368	41	25	27	21	22
Interval_8568	chr2	56391152	56391537	+	386	4	1	4	15	1
Interval_8569	chr2	56498688	56498900	+	213	12	3	1	0	1
Interval_8570	chr2	57827743	57827965	+	223	3	5	3	12	2
Interval_8571	chr2	57908964	57909196	+	233	3	7	8	4	3
Interval_8572	chr2	58046464	58047423	+	960	62	75	49	91	56
Interval_8573	chr2	58241036	58241434	+	399	24	21	11	13	8
Interval_8574	chr2	58566791	58566974	+	184	2	3	0	9	2
Interval_8575	chr2	58570013	58570201	+	189	9	10	2	13	3
Interval_8576	chr2	58636911	58637330	+	420	2	9	3	13	2
Interval_8577	chr2	59179900	59180142	+	243	5	6	5	5	11
Interval_8578	chr2	59938076	59938267	+	192	4	6	2	10	1
Interval_8579	chr2	60439348	60439837	+	490	39	20	20	9	7
Interval_8580	chr2	60550132	60550496	+	365	24	31	8	11	6
Interval_8581	chr2	60756098	60756644	+	547	38	47	35	37	16
Interval_8582	chr2	60819209	60819845	+	637	30	23	27	51	8
Interval_8583	chr2	60868844	60869056	+	213	2	4	3	6	2
Interval_8584	chr2	60881041	60881903	+	863	47	42	29	39	30
Interval_8585	chr2	60996090	60996318	+	229	4	4	3	5	8
Interval_8586	chr2	61017162	61017890	+	729	23	25	26	23	17
Interval_8587	chr2	61065478	61066252	+	775	56	46	35	37	30
Interval_8588	chr2	61144838	61145058	+	221	11	23	11	10	3
Interval_8589	chr2	61177025	61177616	+	592	52	33	18	51	26
Interval_8590	chr2	61471048	61471540	+	493	70	52	33	57	35
Interval_8591	chr2	61538129	61538841	+	713	173	154	108	194	84
Interval_8592	chr2	61694528	61695004	+	477	38	41	17	27	15
Interval_8593	chr2	61764125	61764671	+	547	96	68	47	97	37
Interval_8594	chr2	61853930	61854991	+	1062	100	81	72	111	62
Interval_8595	chr2	61888337	61888878	+	542	41	46	21	42	26
Interval_8596	chr2	61905441	61905940	+	500	33	20	19	24	17
Interval_8597	chr2	62195807	62196731	+	925	56	32	34	76	35
Interval_8598	chr2	62448232	62448421	+	190	12	9	2	3	1
Interval_8599	chr2	62705128	62705747	+	620	141	107	104	116	51
Interval_8600	chr2	63588277	63589216	+	940	175	119	92	161	63
Interval_8601	chr2	63840411	63841142	+	732	65	59	41	71	34
Interval_8602	chr2	63841349	63841801	+	453	25	26	32	39	17
Interval_8603	chr2	63856138	63856434	+	297	7	12	7	18	3
Interval_8604	chr2	64144171	64144720	+	550	56	27	32	44	25
Interval_8605	chr2	64326021	64326403	+	383	29	15	16	30	24
Interval_8606	chr2	64488216	64488452	+	237	4	4	3	11	0
Interval_8607	chr2	64524093	64524613	+	521	102	78	79	88	36
Interval_8608	chr2	64653540	64653950	+	411	44	23	25	28	18
Interval_8609	chr2	64750759	64751639	+	881	276	207	155	295	134
Interval_8610	chr2	64767870	64768366	+	497	17	21	16	18	10
Interval_8611	chr2	64831564	64831950	+	387	11	13	7	18	6
Interval_8612	chr2	64988638	64988813	+	176	8	12	2	9	7
Interval_8613	chr2	64989235	64989776	+	542	21	29	28	19	23
Interval_8614	chr2	65055859	65056706	+	848	113	72	54	113	51
Interval_8615	chr2	65064860	65065171	+	312	22	16	12	15	7
Interval_8616	chr2	65130039	65130493	+	455	132	103	52	108	47
Interval_8617	chr2	65227193	65228287	+	1095	77	55	51	77	29
Interval_8618	chr2	65301090	65301401	+	312	20	12	17	16	5
Interval_8619	chr2	65382908	65383196	+	289	8	20	9	8	8
Interval_8620	chr2	65436523	65436750	+	228	11	8	10	9	2
Interval_8621	chr2	65715194	65715382	+	189	3	1	2	7	0
Interval_8622	chr2	66170898	66171306	+	409	6	7	5	13	2
Interval_8623	chr2	66760949	66761202	+	254	4	15	4	1	1
Interval_8624	chr2	66903659	66903840	+	182	5	6	2	8	0
Interval_8625	chr2	67397173	67397694	+	522	50	47	36	53	34
Interval_8626	chr2	67658696	67658905	+	210	7	12	1	4	1
Interval_8627	chr2	67979065	67979291	+	227	11	6	2	3	1
Interval_8628	chr2	68062783	68063084	+	302	16	10	7	19	8
Interval_8629	chr2	68157317	68158274	+	958	74	64	55	69	43
Interval_8630	chr2	68252572	68253052	+	481	60	35	37	53	19
Interval_8631	chr2	68403555	68403845	+	291	12	9	4	7	0
Interval_8632	chr2	68441571	68441960	+	390	25	21	24	28	12
Interval_8633	chr2	68467099	68467722	+	624	95	83	65	100	43
Interval_8634	chr2	68734781	68735012	+	232	16	14	8	12	0
Interval_8635	chr2	68774701	68774972	+	272	17	17	11	16	5
Interval_8636	chr2	68908473	68908745	+	273	29	21	18	36	14
Interval_8637	chr2	69307132	69307544	+	413	20	18	9	14	9
Interval_8638	chr2	69386881	69387388	+	508	40	27	15	47	17
Interval_8639	chr2	69436960	69437672	+	713	79	53	34	63	39
Interval_8640	chr2	69643608	69644027	+	420	22	24	11	27	12
Interval_8641	chr2	69648325	69648774	+	450	20	16	14	23	9
Interval_8642	chr2	69829280	69829947	+	668	80	63	44	79	46
Interval_8643	chr2	69914468	69915205	+	738	184	140	79	148	87
Interval_8644	chr2	70086378	70087439	+	1062	77	73	51	63	30
Interval_8645	chr2	70095160	70095475	+	316	20	19	10	14	12
Interval_8646	chr2	70124572	70125166	+	595	36	27	21	34	16
Interval_8647	chr2	70142619	70143002	+	384	87	64	60	48	20
Interval_8648	chr2	70190463	70191188	+	726	62	77	47	83	42
Interval_8649	chr2	70248379	70249127	+	749	65	57	44	57	28
Interval_8650	chr2	70257811	70258380	+	570	35	26	27	38	20
Interval_8651	chr2	70293203	70294085	+	883	63	52	51	59	37
Interval_8652	chr2	70301602	70302164	+	563	32	26	23	31	16
Interval_8653	chr2	70553547	70554312	+	766	36	27	25	31	11
Interval_8654	chr2	70847738	70848107	+	370	5	5	11	7	2
Interval_8655	chr2	70851793	70851979	+	187	17	11	5	17	8
Interval_8656	chr2	70948706	70948897	+	192	6	6	2	8	7
Interval_8657	chr2	70977213	70977603	+	391	33	27	12	25	18
Interval_8658	chr2	70994825	70995457	+	633	48	37	21	28	19
Interval_8659	chr2	71068085	71068821	+	737	119	71	65	105	42
Interval_8660	chr2	71129977	71130759	+	783	62	61	49	53	23
Interval_8661	chr2	71226855	71227535	+	681	171	108	95	165	56
Interval_8662	chr2	71276520	71276807	+	288	15	19	12	15	7
Interval_8663	chr2	71331651	71332019	+	369	27	37	21	25	19
Interval_8664	chr2	72062379	72062763	+	385	6	5	3	14	3
Interval_8665	chr2	72103817	72104047	+	231	3	3	14	1	2
Interval_8666	chr2	72150052	72150293	+	242	3	10	7	7	5
Interval_8667	chr2	72205217	72205554	+	338	13	5	6	3	1
Interval_8668	chr2	72825793	72826105	+	313	22	19	20	26	10
Interval_8669	chr2	72862502	72862817	+	316	15	14	13	19	8
Interval_8670	chr2	73071135	73072004	+	870	108	83	71	103	54
Interval_8671	chr2	73177315	73177589	+	275	22	24	7	11	7
Interval_8672	chr2	73198127	73198381	+	255	3	1	2	10	2
Interval_8673	chr2	73214010	73214281	+	272	25	19	15	19	14
Interval_8674	chr2	73233166	73233870	+	705	106	87	58	94	56
Interval_8675	chr2	73233999	73234699	+	701	85	73	69	101	38
Interval_8676	chr2	73284506	73284778	+	273	19	12	13	17	10
Interval_8677	chr2	73385553	73386330	+	778	87	73	55	85	38
Interval_8678	chr2	73737306	73737628	+	323	41	31	27	40	20
Interval_8679	chr2	73779711	73780455	+	745	66	53	36	63	24
Interval_8680	chr2	73828837	73829097	+	261	21	23	13	15	9
Interval_8681	chr2	73926676	73927149	+	474	52	45	25	55	35
Interval_8682	chr2	74120286	74120582	+	297	14	14	8	14	10
Interval_8683	chr2	74147848	74148143	+	296	19	17	11	25	8
Interval_8684	chr2	74178316	74179140	+	825	72	58	43	58	38
Interval_8685	chr2	74198370	74199436	+	1067	89	76	44	75	51
Interval_8686	chr2	74391705	74392158	+	454	22	21	15	20	18
Interval_8687	chr2	74421254	74422152	+	899	72	50	48	60	23
Interval_8688	chr2	74454863	74455037	+	175	29	37	12	32	15
Interval_8689	chr2	74457678	74458492	+	815	152	127	102	182	82
Interval_8690	chr2	74465068	74465442	+	375	23	18	23	23	12
Interval_8691	chr2	74472403	74472995	+	593	32	26	26	38	18
Interval_8692	chr2	74482601	74483338	+	738	85	66	56	75	35
Interval_8693	chr2	74507319	74507816	+	498	73	61	38	49	35
Interval_8694	chr2	74529461	74530053	+	593	84	57	44	59	29
Interval_8695	chr2	74653912	74654572	+	661	56	47	46	50	35
Interval_8696	chr2	74715133	74715697	+	565	32	26	15	12	10
Interval_8697	chr2	74724229	74724600	+	372	4	4	2	13	3
Interval_8698	chr2	74849251	74849874	+	624	21	35	13	16	12
Interval_8699	chr2	74958356	74959197	+	842	88	72	51	61	38
Interval_8700	chr2	75232984	75233201	+	218	5	4	4	9	2
Interval_8701	chr2	75284205	75284413	+	209	1	9	2	3	1
Interval_8702	chr2	75646529	75647217	+	689	37	35	31	41	17
Interval_8703	chr2	75710512	75711193	+	682	43	38	20	35	27
Interval_8704	chr2	78190724	78190933	+	210	3	1	10	2	1
Interval_8705	chr2	78977927	78978177	+	251	17	10	4	8	1
Interval_8706	chr2	79438450	79438651	+	202	4	7	4	11	0
Interval_8707	chr2	80115638	80115865	+	228	12	2	2	2	1
Interval_8708	chr2	80302666	80302918	+	253	5	10	0	12	1
Interval_8709	chr2	81127669	81127902	+	234	8	5	2	10	4
Interval_8710	chr2	81881319	81881632	+	314	0	4	5	11	1
Interval_8711	chr2	82260467	82260754	+	288	6	5	6	11	4
Interval_8712	chr2	82291625	82291919	+	295	14	7	4	4	2
Interval_8713	chr2	82986055	82986331	+	277	5	15	10	5	4
Interval_8714	chr2	84178046	84178386	+	341	9	17	3	5	8
Interval_8715	chr2	84303636	84303839	+	204	11	4	3	1	4
Interval_8716	chr2	84459192	84459584	+	393	52	38	30	48	33
Interval_8717	chr2	84516291	84516523	+	233	26	16	17	34	12
Interval_8718	chr2	84741536	84741723	+	188	18	7	7	11	5
Interval_8719	chr2	84888923	84889128	+	206	18	13	14	15	5
Interval_8720	chr2	84905343	84905973	+	631	54	44	24	55	24
Interval_8721	chr2	84925706	84926208	+	503	50	34	37	43	16
Interval_8722	chr2	84926948	84927172	+	225	24	11	11	16	12
Interval_8723	chr2	84939594	84939887	+	294	22	10	8	14	18
Interval_8724	chr2	84946288	84946609	+	322	11	24	11	7	3
Interval_8725	chr2	85298704	85298914	+	211	11	3	4	5	3
Interval_8726	chr2	85327929	85328341	+	413	48	40	29	48	21
Interval_8727	chr2	85354328	85354903	+	576	72	43	49	75	40
Interval_8728	chr2	85418425	85418907	+	483	41	18	27	26	13
Interval_8729	chr2	85538574	85539835	+	1262	64	54	36	69	37
Interval_8730	chr2	85561408	85561818	+	411	40	39	16	24	27
Interval_8731	chr2	85595318	85595909	+	592	74	56	43	77	37
Interval_8732	chr2	85602443	85603073	+	631	62	43	23	50	21
Interval_8733	chr2	85616016	85616340	+	325	41	34	15	37	12
Interval_8734	chr2	85707402	85707619	+	218	17	8	6	12	5
Interval_8735	chr2	85853134	85853998	+	865	64	40	36	59	25
Interval_8736	chr2	85889013	85889402	+	390	43	43	21	29	20
Interval_8737	chr2	86036077	86036273	+	197	13	10	6	22	4
Interval_8738	chr2	86038357	86038562	+	206	25	7	12	28	10
Interval_8739	chr2	86080547	86080838	+	292	12	5	8	14	11
Interval_8740	chr2	86105556	86106452	+	897	84	80	45	76	50
Interval_8741	chr2	86194983	86195726	+	744	80	46	48	51	35
